,,Similarity_Type,Number of Clusters (input),Number of clusters(output),Affinity Type,Word/Sentence,File_Name,Clusters,Mismatch Metric,Match Metric,M,False Positive,False Negative
,,num_word_similarity,8,8,poly,sentence-based,n50_de_bc,"[4 7 0 0 0 3 5 4 0 0 0 0 4 7 0 0 0 6 7 0 1 0 0 7 0 0 0 3 0 0 0 0 0 2 3 0 0
 0 0 0 0 0 4 0 0 0 4 5 0 5]",1091,99,3,104,987
,,num_word_similarity,8,5,linear,word-based,n50_de_bc,"[4, 4, 2, 2, 4, 4, 4, 4, 4, 0, 0, 4, 4, 4, 1, 5, 0, 4, 4, 4, 4, 4, 5, 4, 4, 5, 4, 4, 2, 4, 4, 2, 1, 4, 4, 4, 4, 4, 4, 5, 4, 4, 4, 0, 4, 4, 4, 5, 0, 4]",1183,123,5,80,1103
,,num_word_similarity,8,8,linear,sentence-based,n50_de_bc,"[4 1 7 2 0 6 7 6 0 0 0 2 6 2 0 0 0 3 2 2 1 4 7 2 7 5 5 1 0 2 4 0 0 3 6 6 2
 6 0 5 6 4 6 5 7 0 6 7 0 3]",453,75,5,128,325
,,num_word_similarity,8,4,cosine,word-based,n50_de_bc,"[0, 0, 0, 1, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3]",1735,169,3,34,1701
,,num_word_similarity,8,8,cosine,sentence-based,n50_de_bc,"[3 1 4 2 5 0 4 0 0 2 5 2 4 2 6 0 5 1 2 4 1 3 4 7 4 0 0 1 6 4 3 5 6 1 0 0 2
 0 6 0 1 3 4 0 4 0 0 4 5 1]",449,83,5.5,120,329
,,num_word_similarity,10,5,nearest_neighbors,word-based,n50_de_bc,"[8, 8, 8, 8, 0, 8, 8, 8, 5, 5, 0, 8, 2, 8, 2, 4, 8, 8, 8, 2, 8, 5, 8, 8, 8, 5, 4, 8, 5, 8, 5, 5, 2, 8, 5, 8, 8, 8, 2, 4, 2, 5, 8, 8, 2, 8, 8, 8, 8, 8]",965,111,7,92,873
,,num_word_similarity,10,10,nearest_neighbors,sentence-based,n50_de_bc,"[7 6 7 2 1 6 3 4 2 1 1 1 4 8 2 2 1 9 8 7 6 5 3 3 7 0 0 6 2 2 5 1 1 6 6 0 3
 3 1 3 9 5 4 0 3 9 4 3 1 3]",381,63,4,140,241
,,num_word_similarity,10,6,precomputed,word-based,n50_de_bc,"[8, 1, 4, 4, 8, 8, 4, 8, 4, 5, 0, 8, 8, 4, 4, 8, 5, 8, 5, 8, 8, 5, 4, 4, 8, 5, 1, 4, 8, 5, 1, 7, 5, 8, 8, 8, 8, 1, 8, 4, 8, 5, 8, 5, 8, 8, 8, 4, 1, 4]",765,87,7,116,649
,,num_word_similarity,10,10,precomputed,sentence-based,n50_de_bc,"[3 2 5 8 0 7 9 0 7 0 0 8 4 8 0 0 0 1 2 9 2 3 5 6 5 4 8 2 0 9 3 0 0 1 2 4 8
 2 0 4 7 3 2 4 5 7 4 9 0 1]",357,87,4,116,241
,,num_word_similarity,10,4,rbf,word-based,n50_de_bc,"[8, 8, 2, 2, 2, 8, 8, 8, 8, 1, 0, 8, 8, 8, 8, 1, 2, 8, 8, 2, 8, 8, 0, 8, 8, 8, 8, 8, 0, 2, 2, 8, 2, 8, 8, 2, 8, 8, 8, 2, 8, 8, 8, 2, 8, 8, 8, 8, 2, 8]",1207,121,7.5,82,1125
,,num_word_similarity,10,10,rbf,sentence-based,n50_de_bc,"[2 1 2 2 8 0 3 2 2 2 8 2 2 7 2 2 5 3 2 2 4 2 2 2 2 2 2 9 2 2 2 2 2 3 6 2 0
 2 2 2 2 2 2 2 2 2 6 1 5 3]",1081,125,2,78,1003
,,num_word_similarity,10,2,sigmoid,word-based,n50_de_bc,"[9, 9, 0, 0, 0, 9, 0, 0, 0, 9, 0, 0, 9, 0, 0, 0, 0, 0, 9, 0, 0, 0, 9, 9, 9, 0, 9, 0, 0, 0, 0, 9, 9, 9, 0, 0, 0, 9, 0, 9, 0, 0, 9, 9, 0, 0, 0, 0, 0, 0]",1343,119,25,84,1259
,,num_word_similarity,10,10,sigmoid,sentence-based,n50_de_bc,"[0 3 0 0 6 1 0 7 0 1 1 1 7 2 7 0 7 1 4 0 9 0 0 1 0 0 0 5 7 0 0 8 0 0 1 0 1
 1 7 0 0 0 1 0 7 0 0 0 1 0]",815,95,1,108,707
,,num_word_similarity,10,4,polynomial,word-based,n50_de_bc,"[0, 5, 0, 0, 0, 5, 0, 5, 0, 0, 0, 0, 5, 5, 5, 5, 0, 5, 0, 5, 5, 0, 5, 5, 5, 5, 5, 5, 5, 5, 0, 1, 4, 0, 5, 5, 5, 5, 5, 5, 5, 0, 5, 5, 5, 5, 5, 5, 5, 5]",1233,143,8,60,1173
,,num_word_similarity,10,10,polynomial,sentence-based,n50_de_bc,"[1 5 8 8 8 7 9 1 8 8 8 8 0 5 8 8 8 6 5 8 2 8 8 8 8 8 8 4 8 8 8 8 8 3 4 8 8
 8 8 8 8 8 0 8 8 8 1 9 8 6]",1115,107,2,96,1019
,,num_word_similarity,10,5,poly,word-based,n50_de_bc,"[0, 9, 1, 0, 0, 0, 0, 7, 9, 9, 0, 0, 0, 0, 0, 2, 9, 0, 0, 9, 0, 0, 0, 9, 7, 9, 0, 0, 0, 7, 0, 0, 7, 2, 0, 9, 9, 0, 0, 9, 0, 0, 9, 9, 0, 0, 0, 9, 9, 0]",1063,99,4,104,959
,,num_word_similarity,10,10,poly,sentence-based,n50_de_bc,"[8 0 8 8 8 1 7 9 8 8 8 8 5 0 8 8 8 3 0 8 2 8 8 1 8 8 8 4 8 8 8 8 8 6 4 8 8
 8 8 8 8 8 5 8 8 8 8 7 8 3]",1161,115,2,88,1073
,,num_word_similarity,10,6,linear,word-based,n50_de_bc,"[1, 1, 5, 1, 1, 1, 1, 3, 3, 1, 0, 6, 3, 3, 3, 1, 3, 6, 1, 3, 3, 1, 3, 3, 3, 3, 3, 1, 1, 2, 3, 3, 5, 3, 3, 3, 3, 3, 5, 3, 1, 1, 1, 3, 3, 1, 3, 1, 5, 3]",877,131,3,72,805
,,num_word_similarity,10,10,linear,sentence-based,n50_de_bc,"[5 8 9 1 1 3 6 0 1 1 1 8 3 8 1 0 1 2 8 8 7 5 9 8 9 3 3 4 1 9 5 1 1 2 4 3 8
 3 1 3 1 5 9 3 9 0 0 6 1 2]",401,85,4,118,283
,,num_word_similarity,10,5,cosine,word-based,n50_de_bc,"[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 0, 6, 0, 0, 6, 0, 6, 0, 0]",1697,145,3,58,1639
,,num_word_similarity,10,10,cosine,sentence-based,n50_de_bc,"[4 3 8 3 1 1 0 9 2 3 7 3 8 3 5 9 1 6 3 8 9 4 0 7 8 2 2 1 5 8 4 1 5 6 1 1 3
 1 5 2 1 4 8 2 8 9 1 0 1 6]",387,65,4,138,249
,,num_word_similarity,12,1,nearest_neighbors,word-based,n50_de_bc,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2297,203,50,0,2297
,,num_word_similarity,12,12,nearest_neighbors,sentence-based,n50_de_bc,"[ 7  2  5  5  1  0  4  8  6  1  1  1  8  9  1  6  1  3  2  9  2  7  4  4 10
 11 11  2  6  5  7  1  1  3  2  0 10  4  1 10  3  7  8  0  4  3  8  4  1  3]",339,63,3.5,140,199
,,num_word_similarity,12,5,precomputed,word-based,n50_de_bc,"[4, 4, 7, 3, 7, 4, 4, 4, 4, 4, 0, 4, 4, 4, 4, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 7, 4, 4, 7, 2, 4, 4, 4, 4, 4, 2, 4, 4, 4, 2, 2, 4, 4, 4, 4, 2, 7, 4, 4]",1341,147,5,56,1285
,,num_word_similarity,12,12,precomputed,sentence-based,n50_de_bc,"[10  1  0  0  0  8  3  9  9  0  0  0  5  7  0  9  0  4  1  7  1  6  3  2 10
  9  7  1  0  7  6  0  0  4  1  8  9 11  0  8  0 11 11  5 10  0 11  3  0  4]",413,71,3,132,281
,,num_word_similarity,12,5,rbf,word-based,n50_de_bc,"[9, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 9, 0, 0, 9, 0, 0, 0, 0, 0, 5, 0, 9, 10, 10, 0, 0, 0, 9, 10, 0, 9, 0, 9, 0, 0, 0, 0, 10]",1261,127,6,76,1185
,,num_word_similarity,12,12,rbf,sentence-based,n50_de_bc,"[ 0  5  0  0  0 11  2  0  0  0  0  0  7  3  0  0  9 10  0  0  8  0  0  0  0
  0  0  7  0  0  0  0  0  1  0  0  0  0  0  0  0  0 11  0  0  0  4  8  9  6]",1237,107,1,96,1141
,,num_word_similarity,12,4,sigmoid,word-based,n50_de_bc,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 8, 1, 3, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1819,167,2.5,36,1783
,,num_word_similarity,12,12,sigmoid,sentence-based,n50_de_bc,"[ 0  4  0  0  8  1  0 10  0  1  1  1 10  2 10  0 10  1  6  0  7  0  0  1  0
  0  0  3 10  0  0  9  0  0  5  0  1  1 10  0  0  0 11  0 10  0  0  0  1  0]",781,93,1,110,671
,,num_word_similarity,12,4,polynomial,word-based,n50_de_bc,"[5, 5, 5, 5, 5, 5, 5, 8, 8, 5, 0, 5, 8, 5, 5, 5, 5, 8, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 2, 5, 8, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 8, 5, 5, 5]",1699,153,3.5,50,1649
,,num_word_similarity,12,12,polynomial,sentence-based,n50_de_bc,"[ 4  5  4  4  4  0  6  9  4  4  4  4 10  5  4  4  4  3  5  4  1  4  4  4  4
  4  4  7  4  4  4  4  4  8  7  0  2  2  4  4  4  4 10  4  4  4  2  6  4 11]",1017,93,2,110,907
,,num_word_similarity,12,5,poly,word-based,n50_de_bc,"[5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 0, 5, 5, 5, 1, 5, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 5]",1703,181,2,22,1681
,,num_word_similarity,12,12,poly,sentence-based,n50_de_bc,"[10  8  0  0  0  7  5 11  0  0  0  0  4  8  0  0  0  6  8  0  1  0  0  0  0
  0  0  2  0  0  0  0  0  3  2  0  0  9  0  0  0  0  9  0  0  0  9  5  0  5]",1071,97,1,106,965
,,num_word_similarity,12,4,linear,word-based,n50_de_bc,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 2, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 2, 1, 1, 1, 0, 2, 2, 1, 9, 2, 2, 1, 1, 2, 2, 1, 0, 1]",1231,127,7.5,76,1155
,,num_word_similarity,12,12,linear,sentence-based,n50_de_bc,"[ 2 11  6  0  0  8  7  5  4  0  0  9 10  6  0  5  0  1 11  6  3  2 10 11 10
  5  5 11  0  6  2  0  0  1  8  8  9  8  0  5  4  2 10  5 10  4  8  7  0  1]",335,75,4,128,207
,,num_word_similarity,12,4,cosine,word-based,n50_de_bc,"[1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 6, 1, 1, 0, 1, 4, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 6, 1, 1, 1, 1, 1, 1, 0, 1]",1323,151,6.5,52,1271
,,num_word_similarity,12,12,cosine,sentence-based,n50_de_bc,"[ 2  0  5  1  9  3 11  4  3  9  8  1 10  1  6  4  9  7  0  5  9  2 11  8  0
  4 10  0  6  5  2  9  6  7  0  0  1  0  6 10  3  2  0 10  5  3  0 11  9  7]",305,71,4,132,173
,,num_word_similarity,14,7,nearest_neighbors,word-based,n50_de_bc,"[6, 3, 3, 7, 0, 7, 7, 3, 6, 3, 0, 0, 7, 6, 3, 4, 3, 7, 9, 7, 7, 3, 7, 7, 6, 13, 7, 7, 3, 0, 3, 7, 3, 7, 3, 7, 6, 6, 3, 7, 7, 6, 7, 7, 7, 3, 6, 3, 3, 0]",703,89,5,114,589
,,num_word_similarity,14,14,nearest_neighbors,sentence-based,n50_de_bc,"[ 5  4  9  9  1  4  3 10  1  1  1  1 13  3  1  6  1  8  0  2 13  5  3 12  2
  7  7  4  6  9  5  1  1 12  4  7 12 13  1  7 11  5 13  7  3 11 10  3  1  8]",335,63,3,140,195
,,num_word_similarity,14,9,precomputed,word-based,n50_de_bc,"[8, 10, 2, 2, 2, 8, 8, 8, 8, 0, 0, 1, 8, 8, 4, 0, 0, 2, 7, 5, 8, 7, 10, 1, 8, 8, 1, 8, 6, 8, 7, 5, 6, 8, 8, 8, 8, 8, 6, 8, 8, 8, 6, 8, 8, 8, 8, 8, 0, 8]",737,113,3,90,647
,,num_word_similarity,14,14,precomputed,sentence-based,n50_de_bc,"[ 3 10  7  7  7  1  6 12  7  7  7  0  2  8  4  7  7  5  8  7  8 13  6 11  3
  7  0 10  4  4 13  7  4  5 10  9  0  2  4  1  7 13  2  9  4  7  2  6  7  5]",377,71,3,132,245
,,num_word_similarity,14,5,rbf,word-based,n50_de_bc,"[5, 12, 5, 3, 0, 5, 5, 5, 1, 5, 0, 5, 5, 5, 1, 1, 5, 12, 5, 5, 5, 3, 5, 5, 12, 5, 5, 5, 12, 5, 0, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 12, 5, 5, 5, 12, 5, 5, 5, 5]",1209,141,3,62,1147
,,num_word_similarity,14,14,rbf,sentence-based,n50_de_bc,"[ 0  8  0  0  0  2 10  0  0  0  0  0  7  9  0  0 13 11  0  0  4  0  0  0  0
  0  0  0  0  0  0  0  0  5  9  0  6  0  0  0  0  0 12  0  0  0  0  1 13  3]",1201,123,1,80,1121
,,num_word_similarity,14,2,sigmoid,word-based,n50_de_bc,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1973,181,25,22,1951
,,num_word_similarity,14,14,sigmoid,sentence-based,n50_de_bc,"[ 1 10  1  1  8  6  1  0  1 11 12  1  0  7  0  1  0  6  9  1  2  1  1  6  1
  1  1  5  0  1  1 13  1  1  3  1  6  6  0  1  1  1  4  1  0  1  1  1  6  1]",785,95,1,108,677
,,num_word_similarity,14,2,polynomial,word-based,n50_de_bc,"[0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2203,201,25,2,2201
,,num_word_similarity,14,14,polynomial,sentence-based,n50_de_bc,"[11  6  1  1  1  5  9 12  1  1  1  1  8 12  1  1  1  0  6  1  2  1  1 13  1
  7  1  3  1  1  1  1  1  4  3  7  1 10  1  7  1  1 10  1  1  1 10  9  1  0]",873,79,2,124,749
,,num_word_similarity,14,6,poly,word-based,n50_de_bc,"[12, 12, 7, 12, 12, 12, 12, 12, 12, 12, 0, 12, 12, 12, 1, 12, 0, 12, 12, 1, 12, 1, 12, 12, 12, 12, 1, 1, 12, 8, 1, 8, 5, 12, 1, 12, 12, 12, 12, 12, 5, 12, 1, 12, 12, 12, 12, 12, 1, 12]",1163,145,2,58,1105
,,num_word_similarity,14,14,poly,sentence-based,n50_de_bc,"[12  9  1  1  1 10  0  5  1  1  1  1  8  7  1  1  1  3  9  1  2  1  1  1  1
  1  1 11  1  1  1  1  1  4  6  1 13 13  1  1  1  1 13  1  1  1 13  0  1  3]",1003,99,1,104,899
,,num_word_similarity,14,9,linear,word-based,n50_de_bc,"[2, 2, 2, 2, 6, 2, 2, 9, 4, 2, 0, 11, 2, 2, 2, 4, 2, 2, 2, 2, 2, 0, 1, 2, 2, 7, 2, 4, 4, 2, 0, 1, 2, 2, 2, 2, 2, 2, 2, 0, 2, 0, 2, 4, 1, 2, 2, 2, 7, 13]",989,121,2,82,907
,,num_word_similarity,14,14,linear,sentence-based,n50_de_bc,"[ 5  4  9  1  9  2  0  2 11  1  9  1  3  7  7  2  9  6  1 10  8  5  3 12  3
  2  2  4  7 10  5  9  9  6  4 13  1  3  9  2 11  5  3 13  3 11  3  0  9  6]",285,79,3,124,161
,,num_word_similarity,14,7,cosine,word-based,n50_de_bc,"[2, 2, 2, 2, 4, 2, 2, 2, 3, 2, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 7, 4, 2, 2, 6, 2, 2, 2, 2, 2, 8, 2, 2, 2, 2, 2, 7, 7, 2, 2, 2, 2, 2, 2, 2, 2]",1587,157,1,46,1541
,,num_word_similarity,14,14,cosine,sentence-based,n50_de_bc,"[10  9  2  9  7 11  2 11 12  3  8  3  0  3  5 11  7  6  3  4  3 10  2  8  0
 11 11  1  5  4 10  7  5  6  0  0  9  9  5 11  1 10  9  0 13  1  9  1  7  6]",283,67,4,136,147
,,num_word_similarity,16,9,nearest_neighbors,word-based,n50_de_bc,"[11, 11, 11, 14, 5, 11, 11, 11, 3, 11, 0, 11, 11, 11, 6, 3, 11, 1, 11, 3, 11, 11, 3, 11, 11, 3, 11, 11, 11, 11, 11, 4, 11, 11, 3, 1, 1, 3, 7, 6, 11, 11, 11, 11, 11, 11, 11, 11, 11, 1]",1055,123,1,80,975
,,num_word_similarity,16,16,nearest_neighbors,sentence-based,n50_de_bc,"[13  9  3 15  2  0 12 14 15  2  2 15 14  8  2  7  2  5  8 10  8 13 12 12 10
  4  4  0  7  3 13  2  2 11  0  7 11  6  2  4  1 13  9  7 10  1 14  6  2  5]",285,59,3,144,141
,,num_word_similarity,16,10,precomputed,word-based,n50_de_bc,"[2, 14, 0, 0, 4, 14, 14, 15, 5, 4, 0, 14, 15, 15, 15, 15, 13, 15, 15, 0, 14, 2, 3, 15, 14, 14, 2, 14, 14, 0, 2, 4, 13, 15, 14, 14, 15, 14, 3, 3, 0, 0, 14, 14, 14, 14, 15, 7, 1, 15]",515,89,3,114,401
,,num_word_similarity,16,16,precomputed,sentence-based,n50_de_bc,"[ 0 13  1  1  1 12 14  8  1  1  1  1 11  1  1  1  1  6 13  0  5  2 14  3  0
  1  7 13  1  1  2  1  1  6 13 15  4 13  1  7 10  2  9  1  1 10  9 14  1  6]",537,73,2,130,407
,,num_word_similarity,16,6,rbf,word-based,n50_de_bc,"[11, 11, 11, 1, 3, 11, 11, 4, 11, 5, 0, 11, 11, 11, 3, 11, 5, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 5, 11, 3, 3, 11, 11, 11, 11, 3, 11, 11, 11, 11, 11, 11, 11, 11, 11, 4, 11]",1381,153,2.5,50,1331
,,num_word_similarity,16,16,rbf,sentence-based,n50_de_bc,"[ 0 14  0  0  0  3  5  0  0  0  0  0  4 10  0  0 13  7  0  0  9  0  0  0  0
  0  0 12  0  0  0  0  0  1  6  0  8  0  0  0  0  0 15  0  0  0  2  0 13 11]",1163,107,1,96,1067
,,num_word_similarity,16,4,sigmoid,word-based,n50_de_bc,"[3, 3, 2, 2, 3, 3, 3, 3, 1, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 0, 3, 3, 3, 3, 3, 3, 3, 2, 0, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",1537,191,4,12,1525
,,num_word_similarity,16,16,sigmoid,sentence-based,n50_de_bc,"[ 0  7  0  0 12 14  0  5  0  8 15  0  5  2  5  0  5  0 10  0  1  0  0  9  0
  0  0  3  5  0  0 11  0  0  4  0 13  0  5  0  0  0  6  0  5  0  0  0  0  0]",889,109,1,94,795
,,num_word_similarity,16,3,polynomial,word-based,n50_de_bc,"[0, 0, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1875,183,3,20,1855
,,num_word_similarity,16,16,polynomial,sentence-based,n50_de_bc,"[15  7  2  2  2 10  0  9  2  2  2  2  4  6  2  2  2 13  7  2  1  2  2  2  2
 14  2 11  2  2  2  2  2  3  5 14 12 12  2 14  2  2 12  2  2  2 12  0  2  8]",861,85,1,118,743
,,num_word_similarity,16,5,poly,word-based,n50_de_bc,"[0, 14, 0, 14, 0, 14, 14, 14, 1, 14, 0, 0, 14, 14, 1, 14, 14, 14, 14, 14, 14, 10, 14, 14, 14, 14, 14, 14, 0, 14, 14, 0, 8, 14, 14, 14, 14, 14, 14, 14, 14, 0, 14, 14, 14, 14, 0, 14, 0, 14]",1319,143,2,60,1259
,,num_word_similarity,16,16,poly,sentence-based,n50_de_bc,"[12  6  0  0  0 15  5  7  0  0  0  0  1 14  0  0  0  3  6  0  2  0  0 10  0
  0  0 13  0  0  0  0  0  8  4 15 11  9  0  0  0  0  9  0  0  0  9  5  0  5]",919,81,1,122,797
,,num_word_similarity,16,6,linear,word-based,n50_de_bc,"[2, 1, 1, 1, 2, 2, 9, 2, 1, 4, 0, 2, 2, 7, 7, 1, 2, 2, 2, 0, 2, 0, 2, 1, 1, 2, 1, 7, 7, 2, 0, 0, 4, 2, 2, 2, 2, 2, 7, 0, 2, 0, 2, 2, 7, 1, 2, 2, 2, 1]",771,99,6.5,104,667
,,num_word_similarity,16,16,linear,sentence-based,n50_de_bc,"[ 0  3 14  9  1  3 11  1  1  1  1  4  6 13 13 15  1  7  3  8  5  0  2 12 14
  6  6  3 13  8  0  1  1  7  3  6  4  3  1  6 10  0 14  6 14 10  0 11  1  7]",325,65,2,138,187
,,num_word_similarity,16,7,cosine,word-based,n50_de_bc,"[11, 11, 2, 2, 8, 11, 11, 11, 8, 1, 0, 0, 11, 11, 1, 1, 2, 1, 11, 1, 11, 1, 11, 1, 1, 11, 11, 7, 11, 11, 0, 11, 11, 11, 11, 1, 11, 13, 2, 0, 7, 1, 11, 11, 11, 11, 7, 11, 2, 11]",801,91,4,112,689
,,num_word_similarity,16,16,cosine,sentence-based,n50_de_bc,"[ 0  3  4  1  3 11 15  9  7  3 10  3  9 12  2  5  3  6  3 13 12  0 15 10  4
  5 11  8  2 13  0  3  2  6  8  9 14  1  2 11  7  0  4  9  4  7  0  8  3  6]",283,59,3,144,139
