,token,POS,count,relevance
136,design,VERB,1,0.24695320685727365
137,setup,VERB,1,0.26636590101797236
138,light,VERB,2,0.3080989741726456
139,pitch,VERB,1,0.22415076137106915
140,space,VERB,2,0.40067159157181176
141,downtown,VERB,3,0.7016198646322833
142,block,VERB,1,0.44249453711643916
143,network,VERB,5,0.35133605410545665
144,stretch,VERB,1,0.34425252215087265
145,retrofit,VERB,1,0.3318664011086669
146,combat,VERB,3,0.2745020189653419
147,alert,VERB,1,0.22348291931260017
148,crowd,VERB,3,0.2696419137632822
149,rent,VERB,16,0.20773799710315577
150,scrap,VERB,1,0.290275989143998
151,auto,VERB,1,0.48047875025345327
152,lock,VERB,8,0.2677686373248777
153,image,VERB,1,0.22390177947257833
154,ring,VERB,1,0.30450226350912446
155,dump,VERB,1,0.3748050555055822
156,dmv,VERB,1,0.40529561445087925
157,brand,VERB,1,0.20086914048765167
158,haul,VERB,2,0.21545249753305412
159,orbit,VERB,1,0.358432651031508
160,overhang,VERB,1,0.21171744856879107
161,boost,VERB,3,0.2085360332079936
162,maneuver,VERB,2,0.25701600988709616
163,plow,VERB,2,0.240066487065749
164,group,VERB,4,0.2839601239356594
165,power,VERB,37,0.3231694230339914
166,schedule,VERB,8,0.23841281585279214
167,carpool,VERB,7,0.2969981423611164
168,reserve,VERB,7,0.28657518285155403
169,rideshare,VERB,2,0.3654262705889676
170,snow,VERB,1,0.2084348579402045
171,order,VERB,9,0.2102422677673171
172,pilot,VERB,1,0.21393819864396943
173,rate,VERB,2,0.28532998456599507
174,seat,VERB,5,0.36351110979604934
175,line,VERB,2,0.4882143236957641
176,level,VERB,1,0.25125372397347323
177,purchase,VERB,4,0.21151244456270213
178,ski,VERB,2,0.2859630513846696
179,transfer,VERB,6,0.2759270427267895
180,damage,VERB,1,0.2500074689268881
181,bicycle,VERB,4,0.5787395633583634
182,flow,VERB,3,0.26858440794483945
183,plug,VERB,7,0.35247634168589465
184,end,VERB,6,0.20104069964512256
185,day,PROPN,1,0.22633766723473636
186,commuters,PROPN,1,0.42992122255393495
187,park,PROPN,1,0.3958480277000856
188,traffic,PROPN,2,0.6078141269103737
189,new,PROPN,7,0.3687218691665467
190,southgate,PROPN,1,0.23419002802694766
191,japan,PROPN,5,0.21285562222286777
192,electric,PROPN,2,0.37398036981257876
193,maglev,PROPN,1,0.4407869913907155
194,neighborhood,PROPN,1,0.5477032620316608
195,use,PROPN,2,0.2220070161444037
196,hq,PROPN,1,0.37728894059123247
197,hov,PROPN,1,0.42724920750283246
198,walmart,PROPN,1,0.2991525062910387
199,motorcycle,PROPN,4,0.5272350988903305
200,horses,PROPN,1,0.22077222630656368
201,carmax,PROPN,1,0.3023896081447583
202,rideshare,PROPN,1,0.3654262705889676
203,petroleum,PROPN,1,0.2856378476594793
204,customers,PROPN,1,0.3533858654698287
205,community,PROPN,2,0.2991432028411143
206,end,PROPN,1,0.20104069964512256
207,cng,PROPN,1,0.49850043766759433
208,system,PROPN,3,0.5034336530382274
209,stations,PROPN,1,0.5143335945601897
210,water,PROPN,1,0.4300256644039264
211,united,PROPN,1,0.298779129542926
212,running,PROPN,1,0.23552574246412866
213,small,PROPN,2,0.20284825983592703
214,drone,PROPN,2,0.3649623632627703
215,train,PROPN,1,0.5751380579691464
216,detroit,PROPN,4,0.26578147138945296
217,efficiency,PROPN,1,0.2902344403894625
218,hover,PROPN,2,0.2869290376031671
219,body,PROPN,3,0.35544081534669053
220,east,PROPN,1,0.3063002791378917
221,tax,PROPN,2,0.3259226543283085
222,subways,PROPN,2,0.28658287116746073
223,solar,PROPN,5,0.37626251394305016
224,systems,PROPN,1,0.35612529873326765
225,rikshaw,PROPN,1,0.38939818053349207
226,hyperloop,PROPN,4,0.35768093918294996
227,suv,PROPN,2,0.6450187875573354
228,rental,PROPN,1,0.27725418228703
229,government,PROPN,2,0.2908422360153954
230,biogas,PROPN,1,0.3737974752884352
231,trains,PROPN,3,0.5236401338559675
232,gm,PROPN,1,0.2503229500137925
233,city,PROPN,6,1.070729463163538
234,move,PROPN,1,0.21031975954449894
235,india,PROPN,1,0.22144783666359794
236,zipcars,PROPN,2,0.33825146711935994
237,products,PROPN,1,0.3022022888472066
238,transportation,PROPN,2,0.6368028998296579
239,continuous,PROPN,1,0.27341963160178534
240,airport,PROPN,1,0.5778986590350883
241,scooter,PROPN,5,0.44059169769193557
242,wheelers,PROPN,1,0.4096502443088743
243,canada,PROPN,1,0.2596518320191643
244,china,PROPN,1,0.26411122817539867
245,dam,PROPN,1,0.34030308744922416
246,people,PROPN,7,0.20123303703723866
247,trucks,PROPN,1,0.7245154004937938
248,app,PROPN,2,0.26263579706096485
249,rent,PROPN,1,0.20773799710315577
250,eco,PROPN,1,0.2554415946493832
251,customer,PROPN,1,0.3091051242583024
252,rural,PROPN,1,0.3108196129840075
253,lyft,PROPN,4,0.297666264264485
254,semi,PROPN,1,0.2371172842801062
255,earth,PROPN,1,0.23927730240497788
256,standard,PROPN,1,0.2610021404073107
257,rentable,PROPN,1,0.27621018079058757
258,vacuum,PROPN,2,0.2387707380387925
259,vip,PROPN,1,0.26417608817124905
260,atlanta,PROPN,1,0.2505679358455233
261,cars,PROPN,5,0.7318519124667574
262,monorails,PROPN,1,0.4098927080968142
263,low,PROPN,2,0.2650721417077699
264,uhaul,PROPN,1,0.2505029335759492
265,southern,PROPN,1,0.31451624892839153
266,wmata,PROPN,1,0.3123440937728388
267,fort,PROPN,1,0.3845523992621035
268,air,PROPN,2,0.37490763434117136
269,bicycle,PROPN,4,0.5787395633583634
270,trim,PROPN,1,0.2983964756882426
271,bus,PROPN,2,0.6766151841223162
272,airways,PROPN,2,0.22675078550338057
273,light,PROPN,4,0.3080989741726456
274,underground,PROPN,1,0.2950873178651219
275,pedicabs,PROPN,1,0.6052674204518076
276,access,PROPN,1,0.28223829808198353
277,wyandotte,PROPN,1,0.34145433547704995
278,express,PROPN,1,0.20919889878217746
279,high,PROPN,1,0.23142954097291113
280,hoverboard,PROPN,2,0.35473582061338804
281,funding,PROPN,1,0.308516206341795
282,technologies,PROPN,4,0.2763424718499714
283,buses,PROPN,1,0.701428235356272
284,tokyo,PROPN,1,0.23758484103465
285,gas,PROPN,1,0.4364707174093711
286,transport,PROPN,10,0.5411269005015813
287,subway,PROPN,2,0.41324207560118587
288,zero,PROPN,1,0.2127512296353286
289,footpath,PROPN,2,0.2705980442589663
290,technology,PROPN,2,0.3411589819120411
291,battery,PROPN,1,0.4702851806325349
292,minneapolis,PROPN,1,0.20817950516623596
293,portland,PROPN,1,0.30454371555229826
294,railway,PROPN,4,0.48884237606017183
295,service,PROPN,1,0.40284536302361035
296,travel,PROPN,3,0.21478098140658836
297,ohio,PROPN,2,0.22403022641099016
298,hvac,PROPN,1,0.27334964354789365
299,center,PROPN,1,0.29002921120234904
300,rfid,PROPN,1,0.30491204758167245
301,magnets,PROPN,1,0.25289420200802787
302,public,PROPN,4,0.289069729645302
303,trolly,PROPN,1,0.33975676297224056
304,occupancy,PROPN,1,0.32329999637648804
305,gyroscopic,PROPN,1,0.2091350184174285
306,bluetooth,PROPN,1,0.2202812304335315
307,gps,PROPN,5,0.34707608582693245
308,highspeed,PROPN,1,0.3337361605494743
309,line,PROPN,1,0.4882143236957641
310,fuel,PROPN,2,0.5068225676430179
311,states,PROPN,1,0.21475567910168908
312,huntsville,PROPN,1,0.25714297977221046
313,bike,PROPN,3,0.5643797310512227
314,dubai,PROPN,1,0.31170821249911024
315,monorail,PROPN,2,0.5455079655979659
316,or,PROPN,1,0.2160966992895284
317,metro,PROPN,2,0.6068659394840424
318,autos,PROPN,1,0.4682877919058789
319,rides,PROPN,1,0.28973261520990884
320,florida,PROPN,1,0.24075667456680414
321,trenton,PROPN,1,0.2526110992224704
322,charger,PROPN,1,0.45837661243934597
323,for,PROPN,1,0.2795520436358463
324,group,PROPN,1,0.2839601239356594
325,jitneys,PROPN,1,0.3852839426475662
326,school,PROPN,3,0.24899877823465372
327,automated,PROPN,3,0.3304813324859129
328,safety,PROPN,1,0.4080736642919671
329,energy,PROPN,1,0.3399309320782161
330,san,PROPN,2,0.2991094482276492
331,station,PROPN,2,0.647254845866885
332,chennai,PROPN,1,0.3220308406390905
333,to,PROPN,2,0.35166167444312935
334,ride,PROPN,3,0.39431880134605307
335,taxi,PROPN,2,0.45905303289608573
336,mpg,PROPN,1,0.22685695207219642
337,taxis,PROPN,1,0.534613040232438
338,mover,PROPN,1,0.3254408119840243
339,vendor,PROPN,1,0.2608094356276283
340,main,PROPN,1,0.30781090671579253
341,segway,PROPN,6,0.48670499354154473
342,aboveground,PROPN,1,0.3165529259027968
343,delivery,PROPN,1,0.3097108407090864
344,cost,PROPN,2,0.34710560957882475
345,cycle,PROPN,1,0.24814725241443997
346,car,PROPN,4,0.7936039540067995
347,safer,PROPN,1,0.27535783251635143
348,manhole,PROPN,1,0.3708813120400356
349,zipcar,PROPN,1,0.3763155006116712
350,tunnels,PROPN,2,0.4719418382389897
351,disneyland,PROPN,2,0.22821418607667812
352,rails,PROPN,1,0.4150646612979319
353,autorickshaw,PROPN,1,0.3246053262541887
354,riders,PROPN,1,0.2641996197467325
355,busses,PROPN,6,0.4903476145539798
356,california,PROPN,2,0.21028772619304986
357,helicopter,PROPN,2,0.5881668893791363
358,road,PROPN,7,0.49679306270644463
359,locality,PROPN,1,0.3458497685083576
360,mohalla,PROPN,1,0.22219768431904235
361,segways,PROPN,2,0.529327589640737
362,pollution,PROPN,5,0.33235336782711866
363,apartment,NOUN,3,0.3199386407932654
364,dial,NOUN,1,0.20492462794793131
365,shoe,NOUN,4,0.22826388861155744
366,spacecraft,NOUN,1,0.5374185163922808
367,transportation,NOUN,239,0.6368028998296579
368,gap,NOUN,1,0.2238750977727318
369,bicyclist,NOUN,2,0.3449344421001974
370,land,NOUN,1,0.4523086880540627
371,force,NOUN,4,0.31526625090619953
372,requirement,NOUN,1,0.24602887034536036
373,rooftop,NOUN,1,0.33237760101195635
374,airport,NOUN,36,0.5778986590350883
375,traffic,NOUN,135,0.6078141269103737
376,factory,NOUN,2,0.3958357937279454
377,neighorhood,NOUN,1,0.2275239788822457
378,drone,NOUN,26,0.3649623632627703
379,greenway,NOUN,1,0.3330469778074227
380,tourist,NOUN,2,0.36726586847096204
381,tesla,NOUN,1,0.2583452108055174
382,skateboard,NOUN,3,0.28519394060447445
383,store,NOUN,27,0.3321521052581335
384,north,NOUN,5,0.36336133981466345
385,rate,NOUN,17,0.28532998456599507
386,level,NOUN,9,0.25125372397347323
387,footprint,NOUN,4,0.33127417213936017
388,pile,NOUN,1,0.28033466470053425
389,one,NOUN,33,0.20214400650735578
390,passenger,NOUN,46,0.5526867636574279
391,hospital,NOUN,5,0.3214738716612499
392,foot,NOUN,13,0.3354004838706866
393,congestion,NOUN,20,0.4151711553097217
394,transporter,NOUN,2,0.41485831999256345
395,antigravity,NOUN,1,0.20250610103788663
396,convention,NOUN,1,0.22372444456493185
397,road,NOUN,103,0.49679306270644463
398,homeowner,NOUN,1,0.2330660545789099
399,waterway,NOUN,1,0.4541454847975824
400,cable,NOUN,13,0.3998312436655409
401,move,NOUN,2,0.21031975954449894
402,market,NOUN,3,0.4762791321445799
403,recreation,NOUN,1,0.3400213557655174
404,solution,NOUN,3,0.2503677011025203
405,hovercraft,NOUN,4,0.4760430244366577
406,cell,NOUN,5,0.31580297796090406
407,amenities,NOUN,1,0.3289947817302221
408,lift,NOUN,10,0.384125631629143
409,gate,NOUN,1,0.4025980330023114
410,autorickshaw,NOUN,1,0.3246053262541887
411,buggy,NOUN,2,0.35129052731864957
412,asphalt,NOUN,1,0.3858216325974935
413,neighbourhood,NOUN,5,0.4830415743162778
414,investment,NOUN,1,0.29312240082084456
415,asset,NOUN,1,0.33598186168349015
416,localgovernment,NOUN,1,0.2706829941482275
417,hydrogen,NOUN,1,0.34874006077892233
418,plane,NOUN,8,0.4923748659097765
419,dock,NOUN,1,0.41188191797414575
420,rack,NOUN,7,0.2662922138062046
421,strip,NOUN,3,0.34106996835049624
422,chute,NOUN,2,0.28400249362558394
423,municipality,NOUN,1,0.43950672762166143
424,grate,NOUN,1,0.2665829126648533
425,square,NOUN,1,0.3729681287770701
426,slotcar,NOUN,1,0.2843222119114346
427,hovercars,NOUN,2,0.36182953743630647
428,continent,NOUN,1,0.2143056157251769
429,range,NOUN,3,0.3359696464187426
430,end,NOUN,10,0.20104069964512256
431,teleporters,NOUN,2,0.22912177861267086
432,department,NOUN,1,0.3018410131320476
433,brake,NOUN,2,0.4150615361078748
434,sport,NOUN,1,0.21265631608162766
435,ticket,NOUN,3,0.3247247765310505
436,pilot,NOUN,2,0.21393819864396943
437,skooter,NOUN,1,0.2925867912491432
438,edge,NOUN,7,0.20465042972454017
439,playground,NOUN,1,0.2404679017367164
440,beach,NOUN,2,0.2951122855804854
441,repeater,NOUN,1,0.35841320686015515
442,function,NOUN,1,0.279629333258639
443,type,NOUN,57,0.2846952716357377
444,cannon,NOUN,1,0.30786413429484105
445,interstate,NOUN,2,0.5592640282686232
446,proximity,NOUN,2,0.2659196982499922
447,south,NOUN,1,0.2867187457078897
448,sand,NOUN,1,0.21184587843956587
449,subsidy,NOUN,1,0.2733543229662744
450,engine,NOUN,7,0.5926054031042564
451,body,NOUN,8,0.35544081534669053
452,heater,NOUN,1,0.3453074640235592
453,seatbelt,NOUN,3,0.3376713941277316
454,seat,NOUN,23,0.36351110979604934
455,runway,NOUN,2,0.44266167090196473
456,belt,NOUN,16,0.3412794622488603
457,ventilation,NOUN,1,0.27039712634528035
458,sidewalk,NOUN,60,0.382025894822291
459,fast,NOUN,1,0.22915665822283482
460,west,NOUN,2,0.3235820705636687
461,carousel,NOUN,1,0.3317350168568545
462,diner,NOUN,1,0.2531015531698108
463,territory,NOUN,2,0.45359765296349364
464,snowmobile,NOUN,3,0.5065846456214211
465,organization,NOUN,1,0.30095478933765607
466,spray,NOUN,1,0.27787377859250756
467,steering,NOUN,2,0.31270082869421706
468,balsa,NOUN,1,0.23932577123480384
469,peninsula,NOUN,1,0.3031113815997075
470,expressway,NOUN,1,0.4935990960636315
471,footpath,NOUN,3,0.2705980442589663
472,stock,NOUN,1,0.3553937851674446
473,service,NOUN,110,0.40284536302361035
474,marketplace,NOUN,1,0.36574461178444734
475,simulator,NOUN,1,0.24769746975364274
476,greenhouse,NOUN,1,0.2227969987862351
477,aboveground,NOUN,1,0.3165529259027968
478,city,NOUN,261,1.070729463163538
479,garage,NOUN,2,0.5058972324438711
480,scale,NOUN,8,0.24145314364662043
481,employer,NOUN,2,0.2635773950105168
482,chain,NOUN,2,0.34716540760067244
483,bay,NOUN,1,0.275853486884987
484,lightrail,NOUN,2,0.4727338380808058
485,wing,NOUN,2,0.29356087405836073
486,section,NOUN,5,0.46288990402148655
487,user,NOUN,18,0.2961101769771467
488,compartment,NOUN,5,0.5002665564308061
489,teleporter,NOUN,3,0.25229394258119325
490,part,NOUN,27,0.2368921646335431
491,sidecar,NOUN,1,0.3063250415920932
492,skyrail,NOUN,1,0.33384958957561783
493,carpooling,NOUN,3,0.34306559891352983
494,solar,NOUN,4,0.37626251394305016
495,pharmacy,NOUN,1,0.22074609436542858
496,ownership,NOUN,3,0.24329122445347345
497,roof,NOUN,8,0.4131992744220595
498,jitney,NOUN,5,0.2644316785039681
499,overhead,NOUN,1,0.42045190829977613
500,smartphone,NOUN,8,0.2958770989742922
501,food,NOUN,6,0.22980233990213011
502,tire,NOUN,3,0.474221291638285
503,component,NOUN,3,0.3658471374927558
504,molecule,NOUN,3,0.30241585985543185
505,car,NOUN,325,0.7936039540067995
506,us,NOUN,2,0.35333062129370835
507,rail,NOUN,100,0.6199225561983343
508,appliance,NOUN,1,0.45360971512514386
509,exit,NOUN,4,0.35931084853989587
510,biofuels,NOUN,3,0.2228270795316743
511,military,NOUN,1,0.285195696026191
512,walkway,NOUN,19,0.48213393264074256
513,irrigation,NOUN,1,0.2872098749941622
514,data,NOUN,5,0.24027958676692077
515,ozone,NOUN,1,0.24136443652327394
516,grid,NOUN,6,0.3977409572264502
517,commuting,NOUN,1,0.33354542359579203
518,locality,NOUN,1,0.3458497685083576
519,structure,NOUN,2,0.3711483936398581
520,company,NOUN,16,0.48121003105983734
521,seater,NOUN,2,0.410301443598389
522,hub,NOUN,16,0.5277622198962043
523,highway,NOUN,22,0.5694222304954886
524,turbine,NOUN,3,0.4781778275883021
525,interior,NOUN,1,0.3722101663087928
526,tier,NOUN,1,0.23640325465273423
527,coaster,NOUN,4,0.33668204826494774
528,person,NOUN,54,0.2024747042641669
529,community,NOUN,30,0.2991432028411143
530,airplane,NOUN,1,0.5011188081464717
531,loading,NOUN,1,0.28758736868814194
532,port,NOUN,3,0.5058291112869897
533,arena,NOUN,2,0.3307692815969099
534,charge,NOUN,9,0.25744422580466875
535,accommodation,NOUN,1,0.3199979532796093
536,vehicle,NOUN,124,1.0707294631635378
537,to,NOUN,1,0.35166167444312935
538,horse,NOUN,17,0.31044522401698793
539,class,NOUN,2,0.22942027408296828
540,zipline,NOUN,3,0.2746381831717616
541,drug,NOUN,1,0.26285881304130126
542,microchip,NOUN,1,0.2762975005599864
543,aviation,NOUN,1,0.3565358217229938
544,tower,NOUN,1,0.4249164938401674
545,parkway,NOUN,3,0.39397238620341535
546,stream,NOUN,1,0.24903755122631185
547,town,NOUN,99,0.6409688353802443
548,touchpad,NOUN,1,0.22319378996286537
549,corner,NOUN,6,0.22303494424713552
550,manhole,NOUN,1,0.3708813120400356
551,core,NOUN,2,0.32067369124949696
552,semi,NOUN,1,0.2371172842801062
553,ziplines,NOUN,1,0.2573221182014087
554,east,NOUN,1,0.3063002791378917
555,cab,NOUN,20,0.5805682084220988
556,blinker,NOUN,1,0.23183345587587414
557,backpack,NOUN,1,0.33982515989375317
558,estate,NOUN,1,0.3391013828039464
559,hydrofoil,NOUN,1,0.41342569012843583
560,school,NOUN,35,0.24899877823465372
561,motorcycle,NOUN,15,0.5272350988903305
562,hummer,NOUN,1,0.39266134901337224
563,peoplemover,NOUN,2,0.45368707281453624
564,downstream,NOUN,1,0.318897492760533
565,river,NOUN,5,0.34847201809107164
566,lane,NOUN,55,0.23880347499191468
567,bike,NOUN,128,0.5643797310512227
568,dining,NOUN,1,0.2180746912448862
569,path,NOUN,32,0.33615209279922964
570,housing,NOUN,1,0.4359267552325733
571,handsfree,NOUN,1,0.21479526517759545
572,tourism,NOUN,2,0.33115000767815805
573,equipment,NOUN,4,0.5086808565596014
574,speed,NOUN,56,0.4019156893150948
575,improvement,NOUN,1,0.22751372752735158
576,project,NOUN,2,0.3187293311268308
577,airlift,NOUN,1,0.21214498184603053
578,drop,NOUN,4,0.21741093698510464
579,front,NOUN,3,0.3549227564482861
580,protection,NOUN,5,0.25661611702831055
581,destination,NOUN,114,0.3528670225049688
582,development,NOUN,3,0.2576304257132511
583,ring,NOUN,1,0.30450226350912446
584,day,NOUN,56,0.22633766723473636
585,model,NOUN,1,0.2721316174616888
586,crosswalk,NOUN,1,0.30117044882199734
587,boat,NOUN,6,0.5388283780769011
588,ethanol,NOUN,1,0.31707711945020106
589,capital,NOUN,1,0.4616153654999297
590,walkability,NOUN,1,0.3820154431193663
591,fee,NOUN,36,0.255389263675893
592,area,NOUN,140,0.6434717075405723
593,pathway,NOUN,2,0.3187573580640787
594,unit,NOUN,2,0.548336372939873
595,implementation,NOUN,1,0.26636213113391227
596,neighboring,NOUN,3,0.22479411139655336
597,suction,NOUN,1,0.209318041203735
598,mall,NOUN,9,0.5171481581064199
599,exhaust,NOUN,2,0.3897148346774377
600,lawn,NOUN,3,0.2636981450036447
601,habitat,NOUN,1,0.259933376202256
602,luggage,NOUN,2,0.3724798895595211
603,capacity,NOUN,4,0.4145130688384716
604,motor,NOUN,8,0.5999998564166057
605,heating,NOUN,1,0.2884845811304245
606,sensor,NOUN,2,0.41445914052600163
607,diesel,NOUN,2,0.5151895162228288
608,ground,NOUN,32,0.49790228350165455
609,pollution,NOUN,34,0.33235336782711866
610,cockpit,NOUN,1,0.4331659390276663
611,robot,NOUN,5,0.3100854321144513
612,insurance,NOUN,2,0.2932786167350304
613,ticketing,NOUN,1,0.306669526547087
614,coal,NOUN,1,0.35837448060406274
615,sled,NOUN,1,0.3499472951456244
616,site,NOUN,5,0.4259245004279335
617,debris,NOUN,1,0.4379572192230095
618,pool,NOUN,9,0.2892591160031195
619,waste,NOUN,3,0.31614247789046934
620,travel,NOUN,31,0.21478098140658836
621,cost,NOUN,33,0.34710560957882475
622,supermarket,NOUN,2,0.31552049204184485
623,distribution,NOUN,1,0.2003480621092616
624,jet,NOUN,5,0.3548039582703538
625,takeoff,NOUN,2,0.32995368037643824
626,cylinder,NOUN,1,0.38551738292302395
627,footwear,NOUN,1,0.23350806636924604
628,copter,NOUN,1,0.41258992420232987
629,freeway,NOUN,2,0.5519579336547396
630,surfboard,NOUN,1,0.29745214226058675
631,emission,NOUN,10,0.3091710248733427
632,boundary,NOUN,1,0.26552984906615296
633,line,NOUN,33,0.4882143236957641
634,window,NOUN,5,0.2863591160891447
635,dropoff,NOUN,2,0.23411539227237438
636,profit,NOUN,1,0.2210334309879199
637,hardware,NOUN,1,0.3538637954714164
638,moped,NOUN,8,0.44995943895278023
639,supplier,NOUN,1,0.26165092464300593
640,maglev,NOUN,1,0.4407869913907155
641,collision,NOUN,3,0.2475095394395655
642,filter,NOUN,3,0.22462545684787014
643,helicopter,NOUN,16,0.5881668893791363
644,ocean,NOUN,3,0.31281503099159813
645,harness,NOUN,2,0.20632184298615816
646,parking,NOUN,25,0.5638693626739789
647,club,NOUN,3,0.20452239227415858
648,office,NOUN,10,0.3523198828293458
649,way,NOUN,115,0.21874229119052713
650,stall,NOUN,3,0.2338995633820532
651,aircar,NOUN,1,0.2830445478879686
652,game,NOUN,5,0.21576994690527837
653,walking,NOUN,8,0.20175222136801796
654,rental,NOUN,22,0.27725418228703
655,temperature,NOUN,1,0.25177030567287206
656,loop,NOUN,9,0.46481340033621044
657,base,NOUN,5,0.4856571945107938
658,functionality,NOUN,1,0.27373547330461534
659,bridge,NOUN,6,0.4777696166258894
660,storm,NOUN,2,0.3261856076728624
661,station,NOUN,74,0.647254845866885
662,package,NOUN,2,0.4225148487995714
663,tunnel,NOUN,20,0.5082091446735453
